STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
        691;20250906;   10;   5.7;   1.8;    9;   0.0;   0;   10.400;   0;   3.0;  12.5; 1023.40;   16.0;   72.00;   22.9;    7.3;    6.6;eor
        691;20250907;   10;  12.0;   4.7;    9;   0.0;   0;   10.400;   0;   7.4;  12.4; 1019.00;   18.8;   59.00;   24.7;   13.4;   11.9;eor
        691;20250908;   10;  10.3;   4.1;    9;   0.0;   6;    6.500;   0;   5.5;  13.9; 1016.00;   18.5;   66.00;   24.1;   14.0;   12.5;eor
        691;20250909;   10;   7.5;   2.3;    9;   0.1;   6;    2.200;   0;   7.6;  15.6; 1014.10;   18.2;   76.00;   23.3;   13.8;   13.5;eor
        691;20250910;   10;   6.7;   2.5;    9;   0.0;   6;    3.700;   0;   5.9;  13.6; 1008.90;   15.3;   80.00;   20.1;   10.6;    9.4;eor
        691;20250911;   10;  13.2;   4.7;    9;   0.4;   6;    4.700;   0;   5.1;  13.2; 1004.20;   15.5;   76.00;   22.4;   11.3;    9.8;eor
        691;20250912;   10;  13.9;   5.1;    9;   0.3;   6;    7.100;   0;   3.1;  11.6; 1012.10;   13.7;   76.00;   20.4;    9.7;    7.6;eor
        691;20250913;   10;  14.4;   3.8;    9;   2.7;   6;    4.900;   0;   5.5;  11.9; 1013.30;   13.7;   77.00;   19.9;    9.4;    6.4;eor
        691;20250914;   10;   9.8;   3.6;    9;   6.4;   6;    6.100;   0;   6.7;  12.4; 1011.50;   14.5;   76.00;   20.3;   11.5;   10.6;eor
        691;20250915;   10;  20.2;   7.7;    9;   0.3;   6;    5.500;   0;   5.8;  13.5; 1003.80;   16.7;   72.00;   21.2;   12.3;   11.9;eor
        691;20250916;   10;  19.2;   8.6;    9;   0.7;   6;    1.900;   0;   7.0;  13.2; 1009.30;   14.5;   80.00;   18.7;   11.9;   10.7;eor
        691;20250917;   10;  13.7;   5.7;    9;   1.0;   6;    2.500;   0;   7.0;  13.4; 1016.80;   14.4;   82.00;   19.2;   11.0;    9.9;eor
        691;20250918;   10;  11.5;   5.7;    9;   0.5;   6;    0.000;   0;   7.6;  18.4; 1017.60;   17.2;   93.00;   19.0;   14.7;   14.4;eor
        691;20250919;   10;  10.1;   3.8;    9;   0.0;   0;    7.900;   0;   6.6;  17.2; 1020.50;   19.2;   78.00;   24.4;   14.8;   10.2;eor
        691;20250920;   10;  12.0;   3.0;    9;   0.1;   6;    5.300;   0;   6.2;  17.0; 1012.30;   19.8;   75.00;   28.2;   11.5;    9.0;eor
        691;20250921;   10;  16.3;   5.9;    9;   0.0;   6;    1.500;   0;   7.6;  13.8; 1011.40;   15.8;   76.00;   21.5;    8.1;    4.2;eor
        691;20250922;   10;  11.3;   2.8;    9;   0.3;   6;    5.700;   0;   5.3;   9.5; 1021.10;   10.3;   78.00;   16.8;    4.8;    2.7;eor
        691;20250923;   10;   9.8;   2.9;    9;   0.0;   0;    8.700;   0;   2.2;   9.2; 1024.80;   10.8;   74.00;   17.7;    3.9;    1.8;eor
        691;20250924;   10;  13.2;   5.1;    9;   0.0;   0;   11.400;   0;   0.1;   8.5; 1027.30;   11.2;   66.00;   17.6;    4.8;    1.0;eor
        691;20250925;   10;  15.1;   6.4;    9;   0.0;   6;    9.500;   0;   5.0;   8.3; 1026.00;   12.5;   59.00;   17.1;    8.2;    6.9;eor
        691;20250926;   10;  10.1;   4.6;    9;   1.0;   6;    6.100;   0;   7.3;   9.2; 1024.60;   12.8;   63.00;   17.1;   10.4;    9.7;eor
        691;20250927;   10;   7.2;   2.8;    9;   0.0;   0;    1.200;   0;   7.7;  11.5; 1022.60;   13.6;   74.00;   18.0;   10.7;   10.4;eor
        691;20250928;   10;   6.5;   1.9;    9;   0.0;   0;    6.300;   0;   6.7;  12.3; 1022.70;   14.5;   75.00;   20.2;    8.0;    4.5;eor
        691;20250929;   10;   7.2;   2.4;    9;   1.4;   6;    3.200;   0;   7.2;  11.5; 1022.10;   13.5;   75.00;   19.2;    9.2;    7.8;eor
        691;20250930;   10;   7.9;   2.8;    9;   0.0;   0;    8.200;   0;   3.4;   9.6; 1025.40;   12.5;   67.00;   17.8;    5.7;    2.4;eor
        691;20251001;   10;   8.7;   3.1;    9;   0.0;   0;   10.400;   0;   0.6;   8.3; 1030.90;    9.1;   73.00;   15.2;    3.5;   -0.2;eor
        691;20251002;   10;   7.2;   3.1;    9;   0.0;   0;   10.900;   0;   1.0;   8.4; 1028.60;    9.6;   72.00;   16.4;    3.4;   -0.1;eor
        691;20251003;   10;  12.3;   5.0;    9;  16.3;   6;    3.200;   0;   7.3;   8.1; 1018.70;   10.6;   65.00;   15.5;    4.8;    2.8;eor
        691;20251004;   10;  19.2;   7.8;    9;  10.1;   6;    2.100;   0;   6.5;  11.4;  995.70;   11.0;   86.00;   14.2;    9.2;    8.3;eor
        691;20251005;   10;  14.1;   8.3;    9;   2.6;   6;    1.300;   0;   7.6;  11.2; 1004.20;   11.4;   83.00;   15.3;   10.0;    8.9;eor
        691;20251006;   10;  13.2;   5.4;    9;   1.1;   6;    0.700;   0;   7.4;  13.2; 1017.80;   12.5;   91.00;   15.4;    9.6;    8.1;eor
        691;20251007;   10;   8.2;   3.2;    9;   0.3;   6;    0.100;   0;   7.6;  15.5; 1022.20;   15.0;   91.00;   17.9;   12.9;   12.7;eor
        691;20251008;   10;  12.2;   2.7;    9;   1.1;   6;    1.100;   0;   7.4;  14.4; 1020.40;   13.8;   91.00;   18.0;    9.6;    7.9;eor
        691;20251009;   10;  10.3;   3.9;    9;   0.0;   6;    1.200;   0;   7.4;  12.7; 1023.10;   12.8;   86.00;   15.1;    8.8;    6.8;eor
        691;20251010;   10;   9.3;   4.4;    9;   0.0;   6;    2.800;   0;   6.0;  13.6; 1028.90;   13.7;   87.00;   17.0;    9.4;    6.9;eor
        691;20251011;   10;   8.7;   3.9;    9;   0.0;   6;    0.000;   0;   7.8;  13.5; 1031.30;   14.1;   84.00;   16.5;   12.7;   12.2;eor
        691;20251012;   10;   8.4;   3.6;    9;   1.3;   6;    0.000;   0;   7.8;  13.7; 1028.10;   13.4;   88.00;   15.2;   11.9;   11.2;eor
        691;20251013;   10;   5.7;   2.1;    9;   0.3;   6;    2.000;   0;   6.8;  12.8; 1026.90;   12.6;   88.00;   16.4;    6.2;    4.5;eor
        691;20251014;   10;  11.1;   2.8;    9;   1.1;   6;    0.500;   0;   7.3;  13.2; 1024.70;   12.2;   93.00;   15.7;    6.4;    4.5;eor
        691;20251015;   10;   7.2;   2.4;    9;   1.6;   6;    0.000;   0;   7.5;  12.9; 1025.10;   11.9;   93.00;   14.2;    8.2;    5.9;eor
        691;20251016;   10;  12.3;   3.7;    9;   4.0;   6;    1.300;   0;   7.2;  12.8; 1022.20;   12.0;   91.00;   16.1;    9.5;    8.7;eor
        691;20251017;   10;  10.6;   3.2;    9;   1.5;   6;    1.500;   0;   6.9;  11.5; 1022.10;   10.4;   91.00;   14.8;    7.1;    3.4;eor
        691;20251018;   10;   9.1;   1.9;    9;   0.0;   0;    9.500;   0;   2.8;   7.2; 1027.10;    5.8;   79.00;   11.2;    0.0;   -1.5;eor
        691;20251019;   10;  11.8;   4.8;    9;   0.0;   6;    6.700;   0;   6.9;   7.3; 1015.50;    6.9;   73.00;   11.4;    3.4;    2.4;eor
        691;20251020;   10;   8.7;   4.3;    9;   0.4;   6;    0.000;   0;   7.9;  11.0; 1000.00;   10.1;   87.00;   13.6;    5.3;    4.4;eor
        691;20251021;   10;  13.7;   5.3;    9;   4.9;   6;    0.100;   0;   7.6;  13.2;  993.10;   13.0;   88.00;   14.9;   11.6;   10.0;eor
        691;20251022;   10;   9.8;   3.3;    9;   0.8;   6;    1.900;   0;   7.6;  12.1;  996.60;   12.0;   86.00;   15.7;    6.5;    4.1;eor
        691;20251023;   10;  15.8;   6.0;    9;   2.3;   6;    2.800;   0;   7.1;  11.8;  982.60;   12.3;   83.00;   17.0;    8.5;    7.0;eor
        691;20251024;   10;  18.2;   9.7;    9;   0.3;   6;    1.100;   0;   6.7;   9.4;  992.20;   10.0;   77.00;   12.0;    8.4;    6.9;eor
        691;20251025;   10;  14.4;   7.5;    9;   4.0;   6;    0.300;   0;   6.3;   9.7;  993.20;    9.0;   83.00;   11.8;    6.5;    5.2;eor
        691;20251026;   10;  21.3;   9.8;    9;   5.9;   6;    1.700;   0;   6.2;   8.9;  994.60;    7.8;   84.00;   11.3;    4.3;    4.0;eor
        691;20251027;   10;  13.9;   7.3;    9;   1.2;   6;    2.500;   0;   6.1;   9.4;  994.10;    8.2;   87.00;   11.1;    6.2;    5.8;eor
        691;20251028;   10;  18.5;   7.1;    9;   5.4;   6;    3.000;   0;   5.4;   9.9; 1001.20;    9.4;   83.00;   13.9;    5.9;    4.6;eor
        691;20251029;   10;   9.8;   4.7;    9;   4.5;   6;    0.400;   0;   6.5;  10.6; 1002.30;   10.6;   83.00;   13.7;    7.9;    6.4;eor
        691;20251030;   10;  15.8;   6.1;    9;   0.2;   6;    5.900;   0;   6.3;  10.1; 1003.80;    9.9;   83.00;   13.4;    4.8;    2.2;eor
        691;20251031;   10;   7.2;   2.8;    9;   0.0;   0;    0.900;   0;   7.0;   9.2; 1011.80;    8.0;   85.00;   12.1;    3.4;    0.6;eor
        691;20251101;   10;  14.4;   3.5;    9;   3.0;   6;    0.000;   0;   5.8;  11.6; 1007.70;   10.5;   91.00;   14.2;    7.7;    5.4;eor
        691;20251102;   10;   8.2;   3.1;    9;   0.2;   6;    1.800;   0;   5.5;  10.8; 1009.00;    9.9;   89.00;   13.4;    7.2;    4.9;eor
        691;20251103;   10;  12.3;   5.0;    9;   0.4;   6;    3.000;   0;   6.8;  10.3; 1014.90;    9.7;   85.00;   12.2;    6.0;    4.5;eor
        691;20251104;   10;   9.1;   4.2;    9;   0.0;   0;    0.800;   0;   7.8;  11.7; 1017.50;   12.6;   80.00;   15.6;    9.6;    7.0;eor
        691;20251105;   10;   7.2;   2.7;    9;   0.0;   0;    5.000;   0;   6.9;  10.0; 1015.50;   11.8;   73.00;   16.8;    7.4;    4.2;eor
        691;20251106;   10;   7.7;   2.4;    9;   0.0;   0;    8.000;   0;   5.6;   8.7; 1010.80;    8.6;   78.00;   14.5;    3.8;   -0.3;eor
        691;20251107;   10;   3.1;   1.5;    9;   0.1;   6;    0.000;   0;   6.2;  10.0; 1010.20;    6.8;   99.00;   10.6;    0.9;   -1.9;eor
        691;20251108;   10;   4.1;   1.8;    9;   1.3;   6;    0.000;   0;   7.7;  10.4; 1012.90;    8.2;   95.00;    9.4;    7.5;    7.6;eor
        691;20251109;   10;   5.7;   2.0;    9;   0.4;   6;    0.000;   0;   7.0;  11.1; 1015.00;    8.9;   97.00;   12.0;    4.0;    0.9;eor
        691;20251110;   10;   6.2;   2.2;    9;   0.4;   6;    0.000;   0;   6.5;   8.9; 1013.30;    5.9;   96.00;    9.7;    1.7;    0.2;eor
        691;20251111;   10;  10.8;   3.5;    9;   0.0;   6;    2.400;   0;   7.7;  10.1; 1011.50;    8.6;   90.00;   12.5;    5.4;    3.0;eor
        691;20251112;   10;   8.7;   3.2;    9;   0.0;   0;    2.700;   0;   7.5;   9.9; 1010.20;    9.6;   83.00;   14.2;    6.5;    3.5;eor
        691;20251113;   10;  12.3;   4.0;    9;  13.1;   6;    3.000;   0;   7.3;  11.5; 1008.00;   12.0;   81.00;   16.8;    7.4;    3.6;eor
        691;20251114;   10;  11.3;   4.4;    9;  20.6;   6;    0.000;   0;   7.3;  11.1; 1009.10;    9.0;   96.00;   11.4;    6.0;    5.8;eor
        691;20251115;   10;  13.5;   6.4;    9;   6.5;   6;    0.000;   0;   7.5;   8.6; 1012.00;    5.8;   93.00;    6.4;    5.4;    5.3;eor
        691;20251116;   10;   7.2;   3.2;    9;   2.5;   6;    0.000;   0;   7.3;   8.0; 1007.30;    4.6;   94.00;    6.4;    0.6;   -1.2;eor
        691;20251117;   10;  11.1;   3.8;    9;   2.8;   6;    4.700;   0;   4.1;   6.8; 1010.10;    3.2;   88.00;    7.0;   -0.6;   -3.2;eor
        691;20251118;   10;  11.3;   5.7;    9;   0.0;   6;    2.400;   0;   7.1;   7.0; 1012.80;    4.0;   86.00;    6.8;    1.0;   -1.4;eor
        691;20251119;   10;   9.8;   3.9;    9;   9.2;   6;    0.000;   0;   7.6;   7.2; 1002.30;    3.8;   89.00;    4.8;    1.9;    1.8;eor
        691;20251120;   10;   9.3;   3.4;    9;   0.0;   0;    5.900;   0;   2.7;   5.7; 1007.30;    0.7;   88.00;    4.2;   -6.3;   -8.1;eor
        691;20251121;   10;   5.8;   1.7;    9;   0.0;   0;    7.400;   0;   0.6;   4.5; 1022.10;   -2.6;   89.00;    3.4;   -7.7;   -9.3;eor
        691;20251122;   10;   8.1;   3.6;    9;   0.0;   0;    6.100;   0;   2.5;   4.7; 1023.00;    0.0;   77.00;    4.4;   -3.3;   -6.2;eor
        691;20251123;   10;  13.4;   5.0;    9;   1.0;   8;    1.700;   0;   6.8;   4.1; 1007.70;   -0.5;   70.00;    2.6;   -3.6;   -5.1;eor
        691;20251124;   10;   7.4;   3.2;    9;   0.0;   6;    0.200;   0;   7.2;   7.2;  994.60;    3.5;   91.00;    6.6;    0.2;   -2.7;eor
        691;20251125;   10;   6.3;   1.7;    9;   0.0;   6;    0.000;   0;   6.9;   7.2; 1004.70;    2.8;   96.00;    5.1;   -0.3;   -2.6;eor
        691;20251126;   10;   4.6;   1.9;    9;   0.0;   0;    2.300;   0;   6.6;   7.0; 1018.50;    3.2;   91.00;    6.6;   -0.6;   -3.8;eor
        691;20251127;   10;  11.1;   5.0;    9;   2.0;   6;    0.000;   0;   7.4;   7.3; 1016.70;    3.5;   91.00;    7.0;   -0.8;   -2.6;eor
        691;20251128;   10;   9.6;   4.9;    9;   0.4;   6;    0.000;   0;   7.3;   9.9; 1012.50;    7.8;   93.00;    8.9;    7.0;    6.5;eor
        691;20251129;   10;   9.1;   4.1;    9;   0.0;   6;    0.000;   0;   8.0;   9.7; 1008.30;    8.3;   88.00;    9.8;    7.2;    6.1;eor
        691;20251130;   10;   9.9;   5.1;    9;   0.0;   0;    1.500;   0;   5.7;   8.2; 1008.20;    7.0;   80.00;    9.8;    2.4;    0.1;eor
        691;20251201;   10;  11.1;   5.1;    9;   0.2;   6;    4.000;   0;   5.3;   6.7; 1013.20;    4.8;   79.00;    7.2;    1.7;   -1.4;eor
        691;20251202;   10;  10.3;   4.0;    9;   1.7;   6;    0.000;   0;   7.8;   7.3; 1009.70;    5.1;   82.00;    6.1;    4.1;    2.8;eor
        691;20251203;   10;   4.1;   1.6;    9;   2.0;   6;    0.100;   0;   8.0;   8.6; 1011.50;    6.5;   89.00;    8.7;    4.9;    4.3;eor
        691;20251204;   10;   6.7;   2.5;    9;   1.5;   6;    0.100;   0;   6.4;   8.1; 1008.20;    4.8;   93.00;    6.6;    0.4;   -1.4;eor
        691;20251205;   10;   4.6;   1.9;    9;   0.0;   6;    0.500;   0;   7.2;   6.3; 1010.10;    1.2;   94.00;    4.1;   -2.0;   -3.5;eor
        691;20251206;   10;   9.1;   4.5;    9;  10.5;   6;    0.000;   0;   7.8;   8.1; 1004.30;    5.2;   91.00;    8.4;    2.9;    1.9;eor
        691;20251207;   10;   8.9;   4.3;    9;   7.6;   6;    0.200;   0;   7.6;  10.7; 1004.80;    9.4;   91.00;   10.8;    8.3;    7.6;eor
        691;20251208;   10;  15.3;   5.5;    9;   0.0;   6;    0.700;   0;   7.2;  11.9; 1008.60;   11.7;   87.00;   12.9;    9.4;    7.5;eor
        691;20251209;   10;   8.1;   3.6;    9;   3.1;   6;    0.000;   0;   7.8;  12.7; 1011.00;   12.0;   90.00;   12.8;   10.5;    8.7;eor
        691;20251210;   10;  10.1;   5.1;    9;   0.1;   6;    0.000;   0;   7.4;  11.4; 1014.50;   11.8;   82.00;   12.9;    9.4;    7.8;eor
        691;20251211;   10;  10.3;   4.2;    9;   0.0;   0;    3.000;   0;   5.1;   9.2; 1020.70;    7.2;   90.00;   10.2;    1.4;   -1.8;eor
        691;20251212;   10;   4.1;   1.6;    9;   0.0;   6;    3.300;   0;   5.6;   8.0; 1021.70;    4.2;   95.00;    8.0;   -1.2;   -3.3;eor
        691;20251213;   10;   9.3;   3.3;    9;   0.0;   6;    1.800;   0;   6.6;   9.2; 1025.00;    6.8;   92.00;   10.0;    1.4;   -1.4;eor
        691;20251214;   10;  11.3;   4.3;    9;   0.0;   0;    2.400;   0;   7.3;   8.4; 1022.40;    6.4;   87.00;    8.4;    4.7;    3.3;eor
        691;20251215;   10;   8.6;   3.1;    9;   0.0;   0;    6.300;   0;   2.5;   7.7; 1014.40;    5.3;   86.00;    9.2;    1.6;   -0.7;eor
        691;20251216;   10;   5.1;   2.3;    9;   0.0;   0;    6.100;   0;   5.7;   7.4; 1013.40;    5.6;   82.00;    9.2;    1.9;   -0.5;eor
        691;20251217;   10;   6.7;   2.5;    9;   0.0;   6;    2.500;   0;   6.8;   8.5; 1015.60;    6.7;   86.00;    8.8;    1.8;   -0.4;eor
        691;20251218;   10;  10.8;   4.4;    9;   0.0;   6;    0.900;   0;   7.6;   9.0; 1015.00;    7.9;   84.00;   11.5;    3.8;    1.4;eor
        691;20251219;   10;  10.6;   4.6;    9;   0.0;   6;    0.000;   0;   7.8;  10.1; 1014.90;    9.8;   83.00;   12.4;    3.3;    0.2;eor
        691;20251220;   10;   6.2;   2.2;    9;   0.0;   6;    0.000;   0;   7.7;   7.8; 1017.90;    3.5;   99.00;    6.0;   -0.1;   -2.6;eor
        691;20251221;   10;   9.6;   4.1;    9;   0.0;   0;    0.000;   0;   7.6;   9.1; 1015.10;    7.0;   91.00;    8.0;    5.9;    4.6;eor
        691;20251222;   10;  10.8;   5.8;    9;   0.0;   0;    0.000;   0;   7.9;   7.7; 1015.90;    4.8;   88.00;    6.6;    2.6;    2.5;eor
        691;20251223;   10;  13.4;   6.2;    9;   0.0;   6;    0.000;   0;   5.4;   5.9; 1024.00;    1.6;   86.00;    2.7;   -0.7;   -2.9;eor
        691;20251224;   10;  11.5;   5.3;    9;   0.0;   0;    5.500;   0;   1.5;   4.7; 1035.00;   -0.2;   78.00;    2.0;   -4.6;   -5.9;eor
        691;20251225;   10;   8.4;   4.6;    9;   0.0;   0;    6.600;   0;   0.2;   2.9; 1035.80;   -5.0;   70.00;   -2.1;   -7.4;  -10.2;eor
        691;20251226;   10;   4.6;   2.3;    9;   0.0;   6;    6.600;   0;   2.7;   3.2; 1034.60;   -4.4;   73.00;    0.4;   -8.3;  -10.2;eor
        691;20251227;   10;   8.1;   2.4;    9;   0.0;   6;    0.000;   0;   5.9;   6.6; 1032.20;    1.4;   96.00;    6.6;   -4.0;   -5.9;eor
        691;20251228;   10;   4.6;   1.6;    9;   0.0;   6;    0.000;   0;   7.7;   4.9; 1030.90;   -2.9;   99.00;   -0.5;   -5.8;   -6.2;eor
        691;20251229;   10;  10.8;   4.0;    9;   0.6;   6;    0.100;   0;   7.3;   7.1; 1022.10;    3.3;   91.00;    6.4;   -0.5;   -0.5;eor
        691;20251230;   10;   9.8;   2.7;    9;   0.0;   0;    6.700;   0;   1.5;   4.5; 1026.10;   -1.0;   80.00;    3.6;   -5.6;   -8.2;eor
        691;20251231;   10;  14.4;   6.6;    9;   3.1;   6;    0.000;   0;   7.3;   7.3; 1017.40;    3.4;   92.00;    6.1;   -2.5;   -4.5;eor
        691;20260101;   10;  18.3;  10.1;    3;   2.6;   8;    0.000;   0;   7.2;   6.6;  997.00;    3.0;   87.00;    4.0;    1.7;    0.8;eor
        691;20260102;   10;  17.5;   9.1;    3;   2.6;   8;    0.500;   0;   6.3;   6.0;  990.30;    1.1;   90.00;    3.7;   -2.5;   -7.1;eor
        691;20260103;   10;  15.4;   5.6;    3;   5.5;   8;    0.200;   3;   6.8;   5.5;  996.70;   -0.4;   93.00;    0.8;   -3.8;   -5.5;eor
        691;20260104;   10;  12.9;   4.6;    3;   0.0;   8;    0.100;   9;   7.1;   5.3; 1003.90;   -0.3;   89.00;    1.2;   -3.8;   -7.3;eor
        691;20260105;   10;  10.5;   3.8;    3;   0.1;   8;    1.400;   6;   7.2;   4.9; 1008.90;   -0.7;   85.00;    0.8;   -3.1;   -6.8;eor
        691;20260106;   10;   9.1;   3.9;    3;   0.0;   7;    4.000;   5;   7.2;   5.0; 1012.70;   -0.6;   86.00;    0.4;   -1.3;   -3.5;eor
        691;20260107;   10;  13.2;   6.1;    3;   0.4;   8;    0.300;   4;   6.9;   4.4; 1007.40;   -1.3;   79.00;    0.2;   -4.0;   -6.8;eor
        691;20260108;   10;  11.3;   4.0;    3;   1.5;   8;    0.000;   4;   7.8;   5.7; 1003.60;    0.9;   88.00;    2.1;   -1.0;   -1.2;eor
        691;20260109;   10;  16.5;   9.0;    3;   3.5;   8;    0.000;   7;   7.0;   4.6;  994.10;   -2.2;   87.00;    0.6;   -4.5;   -2.8;eor
        691;20260110;   10;  15.9;   5.8;    3;   0.0;   6;    0.200;  12;   7.4;   3.6; 1012.30;   -2.8;   73.00;   -1.1;   -9.0;   -9.4;eor
        691;20260111;   10;   5.3;   1.7;    3;   0.1;   8;    4.100;  11;   7.1;   2.8; 1023.70;   -9.4;   93.00;   -6.5;  -13.5;  -10.9;eor
        691;20260112;   10;   9.4;   3.6;    3;   1.0;   6;    0.000;  11;   7.3;   5.8; 1009.80;   -0.5;   96.00;    3.0;   -6.6;   -4.1;eor
        691;20260113;   10;   6.2;   2.8;    3;   7.4;   6;    0.000;   8;   7.6;   8.1; 1008.40;    4.2;   98.00;    6.3;    2.2;    0.0;eor
        691;20260114;   10;   8.1;   3.2;    3;   1.4;   6;    3.900;   0;   6.0;   7.8; 1010.90;    4.4;   93.00;    6.8;    0.2;   -2.9;eor
        691;20260115;   10;   8.2;   3.6;    3;   0.6;   6;    1.200;   0;   7.7;   8.9; 1010.00;    6.5;   91.00;   10.3;    1.4;    0.5;eor
        691;20260116;   10;  10.3;   4.0;    3;   0.0;   6;    2.500;   0;   7.9;   9.2; 1012.20;    9.0;   80.00;   12.0;    6.7;    5.5;eor
        691;20260117;   10;   7.5;   3.2;    3;   0.0;   0;    4.700;   0;   7.7;   7.1; 1020.50;    4.3;   86.00;    8.1;    1.0;   -0.7;eor
        691;20260118;   10;   9.9;   4.2;    3;   0.0;   0;    0.000;   0;   6.3;   6.3; 1022.40;    2.1;   88.00;    3.6;   -1.7;   -4.2;eor
        691;20260119;   10;   7.2;   2.7;    3;   0.0;   0;    7.500;   0;   0.0;   5.0; 1020.10;    0.3;   81.00;    3.3;   -2.4;   -4.9;eor
        691;20260120;   10;   6.5;   2.2;    3;   0.0;   0;    7.600;   0;   1.8;   4.7; 1018.00;   -0.2;   79.00;    4.4;   -4.6;   -5.6;eor
        691;20260121;   10;   7.7;   3.2;    3;   0.0;   0;    5.500;   0;   6.5;   4.6; 1006.50;   -0.7;   79.00;    3.4;   -4.2;   -5.8;eor
        691;20260122;   10;  11.3;   5.1;    3;   0.0;   0;    7.500;   0;   1.3;   3.9; 1001.10;   -2.6;   77.00;    0.4;   -4.6;   -5.5;eor
        691;20260123;   10;  14.9;   6.0;    3;   0.0;   0;    0.300;   0;   7.4;   3.7; 1000.90;   -2.7;   75.00;   -1.1;   -3.7;   -4.9;eor
        691;20260124;   10;  12.2;   5.4;    3;   1.6;   8;    0.000;   0;   7.5;   4.1; 1005.30;   -2.6;   81.00;   -1.3;   -3.6;   -3.8;eor
        691;20260125;   10;   9.8;   4.9;    3;   1.5;   8;    0.000;   1;   7.9;   4.8; 1002.20;   -1.2;   86.00;   -0.4;   -1.9;   -2.0;eor
        691;20260126;   10;   8.2;   3.9;    3;   4.4;   8;    0.000;   2;   6.9;   5.7;  999.20;   -0.1;   94.00;    0.9;   -1.5;   -1.6;eor
        691;20260127;   10;  13.9;   4.4;    3;   0.0;   0;    0.000;   4;   7.3;   5.5; 1000.20;    0.0;   89.00;    0.9;   -1.1;   -1.7;eor
        691;20260128;   10;  12.3;   6.2;    3;   0.0;   0;    0.000;   3;   7.9;   5.1;  998.90;   -0.3;   85.00;    0.4;   -1.0;   -1.2;eor
        691;20260129;   10;  10.6;   5.0;    3;   0.6;   8;    0.000;   2;   7.6;   5.0; 1002.20;   -0.2;   84.00;    0.4;   -1.6;   -1.9;eor
        691;20260130;   10;  14.6;   5.6;    3;   0.0;   7;    0.000;   5;   7.3;   4.7; 1001.90;   -1.5;   87.00;   -0.5;   -2.5;   -2.9;eor
        691;20260131;   10;  13.7;   6.4;    3;   0.0;   8;    0.000;   4;   7.6;   5.0; 1006.20;   -0.6;   85.00;    0.2;   -2.5;   -2.8;eor
        691;20260201;    3;  11.7;   6.1;    3;   0.3;   8;    0.000;   4;   7.9;   3.8; 1010.33;   -3.3;   78.42;   -2.4;   -4.7;   -4.9;eor
        691;20260202;    3;  11.5;   6.1;    3;   0.4;   7;    0.083;   4;   7.5;   3.2; 1008.37;   -5.2;   77.63;   -3.9;   -7.1;   -6.4;eor
        691;20260203;    3;  14.6;   7.1;    3;   1.1;   7;    0.567;   5;   7.7;   3.0; 1005.95;   -5.1;   72.71;   -3.6;   -7.5;   -7.3;eor
        691;20260204;    3;  12.9;   6.0;    3;   0.7;   8;    0.000;   6;   7.6;   3.9; 1003.10;   -4.0;   86.00;   -3.0;   -4.8;   -4.8;eor
        691;20260205;    3;  10.8;   5.4;    3;   0.2;   7;    0.000;   6;  -999;   4.4;  996.02;   -3.3;   90.42;   -1.8;   -4.0;   -3.4;eor
        691;20260206;    3;   7.4;   3.7;    3;   0.0;   6;    0.000;   6;  -999;   5.9;  994.15;    0.0;   95.46;    1.3;   -1.8;   -1.1;eor
        691;20260207;    3;   6.0;   2.6;    3;   0.4;   6;    0.000;   4;   7.5;   6.7; 1003.74;    1.6;   98.00;    2.2;    1.1;   -0.1;eor
        691;20260208;    3;   7.2;   3.9;    3;   0.0;   0;    0.000;   1;  -999;   6.2; 1011.02;    1.2;   93.04;    2.1;    0.7;    0.5;eor
        691;20260209;    3;   9.3;   4.1;    3;   0.0;   0;    0.000;   0;   7.6;   6.1; 1008.40;    1.1;   92.33;    1.9;    0.4;    0.3;eor
        691;20260210;    3;   8.9;   3.8;    3;   1.6;   6;    1.800;   0;   7.4;   6.6;  995.68;    2.4;   91.04;    4.7;    0.4;   -0.4;eor
        691;20260211;    3;   5.1;   2.6;    3;   3.0;   6;    0.000;   0;   7.5;   8.0;  983.52;    4.3;   96.83;    5.2;    3.6;    2.6;eor
        691;20260212;    3;   7.2;   3.0;    3;  11.1;   8;    0.000;   0;   7.3;   7.6;  979.73;    3.4;   97.33;    4.1;    1.2;    1.1;eor
        691;20260213;    3;   9.3;   4.2;    3;   3.9;   8;    0.000;   0;   6.4;   5.7;  993.54;   -0.2;   94.08;    1.2;   -1.7;   -2.4;eor
        691;20260214;    3;   9.4;   3.5;    3;   0.0;   8;    0.017;   2;   5.3;   4.5; 1011.04;   -2.6;   88.33;   -0.5;   -9.2;  -11.4;eor
        691;20260215;    3;  12.0;   3.8;    3;   0.9;   7;    8.333;   2;   3.9;   3.9; 1012.77;   -3.4;   81.67;    1.4;   -9.5;  -11.6;eor
        691;20260216;    3;  11.1;   4.3;    3;   3.6;   8;    0.000;   5;   7.0;   5.1;  994.38;   -1.4;   91.67;   -0.2;   -2.7;   -2.8;eor
        691;20260217;    3;   7.7;   2.5;    3;   5.1;   8;    0.833;   6;   7.5;   6.6; 1002.44;    1.8;   94.54;    4.7;   -0.2;   -1.3;eor
